MFCC1,MFCC2,MFCC3,MFCC4,MFCC5,MFCC6,MFCC7,MFCC8,MFCC9,MFCC10,MFCC11,MFCC12,MFCC13,Delta1,Delta2,Delta3,Delta4,Delta5,Delta6,Delta7,Delta8,Delta9,Delta10,Delta11,Delta12,Delta13,Chroma1,Chroma2,Chroma3,Chroma4,Chroma5,Chroma6,Chroma7,Chroma8,Chroma9,Chroma10,Chroma11,Chroma12
-0.12902589,0.06345377,0.15883031,0.65394163,0.056463517,0.2743069,-0.27790526,0.071361,0.306286,-0.30764303,-0.13988408,-0.6893194,0.7136601,0.38811985,0.94382304,-1.0718547,-1.0797911,-1.6307899,-0.07341382,0.5850244,-0.09799036,0.68089426,0.8652585,0.42514783,0.111659795,1.0210121,2.0303204,0.00030911193,-0.46985146,-0.40585488,-0.09541319,0.36684054,0.47364283,0.6129498,1.0478197,1.2436185,-0.09933674,0.83581465
0.01303915,-0.017352132,-0.12960209,0.15337838,-0.37674138,0.02533146,-0.86525404,0.11177981,0.44081396,-0.9851291,-1.4113927,-1.086835,0.5596024,0.5774164,1.1208999,-1.1290886,-1.3002064,-1.5776275,-0.16534118,0.47829092,0.26291177,0.36221007,0.91130817,0.5132962,0.40297446,0.20444803,0.34835866,-0.5200276,-0.5731393,-0.3831671,-0.0946753,0.22276257,0.056679882,0.67919886,0.6728681,1.5357382,0.2177598,0.51583296
0.6014617,1.1257886,-0.21685714,-1.6510698,-1.6614764,-0.036873937,-0.5250576,-0.7800861,-0.7451712,0.16778965,-0.33404168,-0.6759877,-0.8556829,0.5761434,1.0915287,-0.7821882,-1.3024272,-1.4978822,-0.34900448,0.3608485,0.6485736,0.07639147,0.75531256,0.5813661,0.311224,-0.09666196,-0.9942051,-0.5389116,-0.2840632,-0.46657723,-0.41017157,-0.26201364,-0.35548624,0.9655685,-1.1914266,-0.8263514,-1.0559915,-0.9672309
0.8760979,1.5232801,-0.5991229,-1.5890737,-1.9643081,-0.030897576,0.24525623,-0.26277903,-0.43295673,0.44953045,-0.2912283,-1.147528,-0.6602358,0.39584798,0.97029954,-0.41483277,-1.2448925,-1.1563013,-0.6980585,0.4053047,0.7953336,0.08244616,0.9011241,0.8523669,0.2780587,0.06072047,-1.3104583,-1.0779953,-0.9552537,-1.0065411,-0.99792165,-1.1852589,-0.45785663,0.9655685,-1.2165442,-0.50876373,-0.88125736,-1.2465024
0.809028,1.4433522,-0.79407287,-1.370577,-1.469706,-0.15900035,0.78251547,0.87707597,0.08371026,1.1529846,0.53568864,-0.46877068,-0.3874773,0.057760734,0.71784174,-0.017280232,-0.93794197,-0.54498804,-0.83368564,0.66014993,0.8351472,0.11148455,0.87257963,1.3936726,0.22398232,0.215398,-1.3582474,-1.1710224,-0.9672636,-0.8906919,-1.1296816,-1.0217932,1.3442309,0.5769498,-1.2334971,-0.6051103,-0.94873863,-1.2466692
0.6035107,1.2046155,-0.48728102,-1.0156305,-1.0903298,-0.4693224,0.501277,1.2928221,-0.41375196,1.4366407,0.45999992,-0.11437189,-0.19634883,-0.32306784,0.25117132,0.27422482,-0.23573135,0.13046838,-0.66284835,0.86118305,0.9139959,0.4595318,0.35790995,1.304105,-0.054802153,0.640921,-1.4087489,-1.3430719,-1.2638848,-1.2354476,-1.4351542,-1.0726458,1.3442309,-1.4590871,-1.764001,-2.0473492,-1.7102726,-1.5356581
0.40093413,1.011519,0.014054368,-0.9215858,-1.1904713,-0.87525773,0.09583609,1.3652872,-0.5852771,0.5960641,0.456217,-0.57327896,0.21714093,-0.6491089,-0.4259781,0.46753746,0.46826905,0.70549214,-0.5820732,0.5109702,0.9323053,0.9856266,-0.52844864,0.5515229,-0.2845653,0.9746222,-1.1353838,-1.1782323,-0.8987746,-0.85309726,-1.2115908,-0.44861335,1.3442309,0.32340765,-1.2310033,-1.79926,-1.4682963,-1.163099
0.20214315,0.9420268,-0.06411626,-1.2756348,-1.1411043,-1.35421,-0.026927445,1.1127827,0.44455597,0.5765776,0.65327775,-0.2921866,0.84258574,-0.68380886,-0.5996645,0.6817545,0.55066675,0.8661984,-0.22472602,-0.019814529,0.14530708,0.69738126,-0.85932314,0.069331504,-0.33551136,0.088126175,-1.2457554,-1.0543872,-1.0821551,-1.1858555,-1.3317579,-1.1254914,1.3442309,0.08236769,-1.5250118,-2.024646,-1.6767604,-1.3646091
0.014341635,0.97533345,0.047339216,-1.2296962,-1.0267878,-1.3772445,0.45962033,0.90195566,0.31620842,0.6950813,0.9424827,-0.7543686,0.3968811,-0.50127876,-0.64765245,0.7254319,0.69540024,0.7863589,0.35625955,-0.3962566,-0.5560923,0.29208407,-0.96921307,-0.39409015,-0.10176243,-0.3594577,-1.1908432,-1.0026202,-1.0752224,-1.2487075,-0.84001786,0.1818881,1.3442309,-0.61345524,-1.5809029,-2.0466595,-1.5134933,-1.3176775
-0.007341013,1.0187153,0.10524295,-1.0698792,-0.9514808,-0.6981046,1.0012808,1.376752,0.46581164,-0.26693767,0.19808863,-1.3082095,0.12629531,-0.2804961,-0.822689,0.53351146,0.94322777,0.79978627,0.8454055,-0.5260919,-0.85776114,0.17548363,-0.7662829,-0.6570125,0.53015035,-0.46699762,-1.423108,-1.1447376,-1.1773065,-1.2981745,-0.21413442,2.121094,-0.6989639,-1.7018826,-1.4922383,-1.2981601,-1.1645283,-1.4061959
-0.008262457,0.9210587,0.17567155,-0.8705195,-0.8976642,-0.9703211,0.52914196,1.4273036,0.8465695,-0.56321496,0.43185934,-0.83957434,-0.013730438,-0.12319718,-1.1871791,0.21602824,1.2714332,0.887406,1.1140083,-0.65291154,-0.90611255,0.27931303,-0.23651147,-0.8219183,0.8149366,-0.523842,-1.2937186,-0.9863431,-1.0793823,-1.0253799,-0.13545655,1.7292339,1.3442309,-0.7367224,-0.87628746,-0.24123433,-0.89965177,-1.4103433
0.028530318,0.7731805,0.4199691,-0.47230643,-0.39432845,-0.09634953,-0.047416665,-0.12560706,0.10229731,-0.17527677,0.1332888,-0.83001304,-0.8564336,-0.04797594,-1.5457654,0.03895328,1.6285969,0.9529925,1.073318,-0.93028456,-0.8772128,0.34789297,0.1662646,-0.900589,0.60368186,-0.47017753,-1.2638171,-1.1245469,-1.0096341,-0.8402359,-0.82867134,-1.0164548,0.36583757,0.9655685,0.4957463,-0.9935415,-1.4746375,-1.4508832
0.12183161,0.44942763,0.5764116,-0.094521314,-0.26353377,0.7264101,-0.463602,-0.29009998,-0.41075402,0.07247239,0.23737371,0.45535088,-0.2130045,-0.018412977,-1.6059139,-0.011757523,1.7594557,0.9580406,0.7522263,-1.1193683,-0.75975764,0.50498927,0.34983516,-0.7301805,0.6365469,-0.23897675,-1.1927365,-1.1333632,-0.8863234,-0.7162449,-0.9039068,-1.2620343,-1.1807652,0.23003782,1.2701885,-0.781562,-1.4901682,-1.4824805
0.11920621,0.0168046,0.45004633,0.27158678,-0.23770647,0.7288161,-0.6296611,-0.23431452,-0.22565517,0.06953819,-0.22862521,1.0347911,0.24576892,-0.04061921,-1.3720747,0.074854195,1.7099222,0.8937304,0.38176438,-0.79680824,-0.5666982,0.29479265,0.7052338,-0.45661956,0.51257056,-0.05891315,-0.443628,-0.5786808,-0.21839029,0.22380611,-0.1561334,0.38894445,0.75149065,0.9655685,0.683383,-0.59876114,-0.276065,0.099477895
0.034196816,-0.43518934,0.023738815,0.44551423,-0.2298066,0.5052698,-0.62280893,-0.089227304,0.94903857,0.45825985,-0.112194695,0.0721796,0.26772785,-0.08784921,-0.9728664,0.25593773,1.5385842,0.83584887,0.24519312,-0.1752718,-0.13743235,0.17172731,0.74355596,-0.51066476,0.097900495,0.32214922,-0.27029675,-0.29447368,-0.22050881,-0.008565742,-0.25515527,0.3197766,1.3442309,0.57230526,0.5505589,-0.5476542,0.6825168,1.7496582
-0.07399234,-0.59149915,-0.079491995,0.7678463,0.05879161,0.08756145,-0.81383485,-0.23786221,1.4033647,0.8703323,-0.063206814,-0.58721507,0.09044554,-0.12883852,-0.5150276,0.42475075,1.1267984,0.6176502,-0.028020943,0.18516976,0.38393882,0.08451263,0.31095314,-0.26872513,0.047448564,0.59239143,-0.7640571,-0.54187655,-0.55747306,-0.46802074,-0.7161315,-0.6462348,-0.22376418,0.9655685,0.5349008,-0.7871368,-0.27873987,-0.1865129
-0.06610612,-0.28508717,0.3509405,1.0497594,0.16732258,-0.13264194,-0.64336985,0.0065038265,0.86630154,0.2830862,0.10162658,-0.31229416,-0.3638757,-0.1410618,-0.22825012,0.5556677,0.7422105,0.65919495,-0.16434543,0.2317604,0.46769807,-0.30927384,0.020676281,-0.16282599,-0.101840466,0.4781439,0.06849087,-0.10723421,0.066883355,0.36832517,0.055696737,0.9476075,1.3442309,0.35413226,-0.2538621,-0.5248801,0.4084874,1.1481625
-0.036598656,-0.02244744,0.7023728,1.1089585,0.18875803,0.014979548,0.010817838,0.27479842,0.08208441,0.59474784,-0.17373903,-0.14420684,-0.21181151,-0.106877536,-0.22497089,0.621296,0.28435093,0.5629112,-0.07084764,0.17041112,0.48880166,-0.85181946,0.11698216,0.025132023,0.2823894,0.35246968,-0.74723846,-0.540951,-0.06227745,0.22056958,-0.334769,-0.034453426,1.3442309,0.18317036,-0.2779157,-0.40209544,-0.52685905,-0.41861328
-0.08902374,0.017599039,1.0599817,1.180058,0.41359806,0.3979516,0.049255863,0.4034596,0.08565719,0.78833354,-0.23388237,-0.049285218,0.38087094,-0.047096856,-0.33664098,0.6347574,0.12295364,0.50683033,0.11636901,0.2653079,0.46864486,-1.0167533,0.07806046,-0.033059984,0.9561784,0.38120043,-0.88034016,0.026122682,0.61571884,0.47050968,0.003008292,-0.40126246,0.82919896,0.9655685,-0.09211328,-0.4142979,-0.44873723,-0.8692927
-0.09163501,0.011253603,1.1760513,0.87390065,0.3113523,0.49588186,-0.32141653,0.4396796,-0.382832,-0.038732365,0.008808509,0.61924726,0.3953564,0.13276371,-0.56142825,0.16025181,0.5116247,0.55268437,0.5975039,0.37543336,0.47292775,-0.8336031,0.061059635,0.085658304,1.1611931,0.7096335,-0.5899721,-0.03460192,0.38992482,0.30005634,0.28211808,1.3994131,0.3906738,-0.71869504,1.2701885,0.33913553,-0.31980222,-0.5273077
-0.08168694,-0.38689965,1.0139796,0.88230675,0.5940226,0.2872551,-0.6822523,0.50551724,-0.6363288,0.049087904,-0.019229136,0.71702504,0.7731785,0.2969452,-0.8097296,-0.30715218,0.9908398,0.5931994,1.0212008,0.40888843,0.42339566,-0.5323894,0.111261524,0.26909482,1.1254101,0.7340126,0.34567124,0.7667853,1.5080822,2.1006656,0.5109324,1.3338284,1.1699016,-0.41742542,1.2367114,1.5332942,1.3538762,0.7220264
-0.101997085,-0.8614782,0.7829398,0.5599662,0.35415068,0.22317363,-0.61956054,0.63576716,-0.6049724,0.9950179,-0.00922789,0.8734305,0.35317904,0.36397734,-0.79009396,-0.5366792,1.2204897,0.3759962,1.1544924,0.46401858,0.36617032,-0.1335799,0.18564275,0.7549069,1.0561379,0.32304746,0.91528875,0.79268265,1.7863122,1.8428813,1.5817754,0.7523625,-0.33920354,-0.85125726,-0.5336892,-0.0010836945,0.92536306,0.84877884
-0.08635066,-0.8873474,0.8455173,1.029699,0.5706388,0.44850773,-0.018409958,0.64396816,0.19468889,0.8097252,-0.023032613,1.000643,0.23362152,0.3542523,-0.51977587,-0.759022,1.1513151,0.12488634,1.0511159,0.68323445,0.2821693,0.37962383,0.5011316,0.83523136,0.6404205,-0.011537615,0.6311547,0.29397997,0.6887847,0.78538,1.8908848,2.121094,-0.35004672,-0.8737349,0.082925916,0.41106352,0.9917276,0.4809895
0.28903863,-0.7835063,0.10213354,2.4189036,1.002079,1.7685405,0.16799805,0.77312225,-0.17342268,0.576888,0.26708743,0.9860456,0.8094383,0.24381596,-0.1975232,-0.91387826,1.0024999,0.03116327,0.77061003,0.7608436,0.1898117,1.1172701,0.86807525,0.6219724,-0.011713238,0.056279294,1.12522,1.2063305,1.768193,1.6086534,0.8351762,0.9119706,-0.4448461,-1.5910238,0.45661658,1.5357382,1.5116762,1.4020959
0.44613504,-0.724072,0.27078375,2.7425952,0.9367728,2.3894427,0.39222065,0.97425294,-0.68440306,0.29997742,0.44124508,1.4175545,0.551363,0.06449497,0.16229327,-0.8933056,0.50218815,-0.15316258,0.50824493,0.72931653,-0.022187877,1.378386,0.8850033,0.48622215,-0.49352276,0.06273892,0.7665867,1.121194,1.7863122,1.8228854,0.4462697,-0.3894644,-0.71163327,-1.5830976,-0.45802316,0.40416637,0.67300665,1.0743035
0.30699837,-0.58332485,0.49067128,2.240962,0.4157711,2.142766,0.5406606,0.9431967,-0.25598994,0.96647215,1.0180945,1.4887018,0.3537864,-0.14990419,0.37988564,-0.6900132,-0.079451345,-0.11287702,0.16862302,0.4659715,-0.3050569,1.1883509,0.40404382,0.5246617,-0.5503092,0.26788223,0.12635699,0.3645833,1.541638,2.1006656,0.77307636,-0.15630955,-0.8328535,-0.94040346,-0.26167485,0.7403487,0.8898716,1.2712622
0.1585102,-0.46514198,0.1065594,1.6949319,0.37151408,1.6327543,0.47320384,0.74236697,0.7707608,1.4958731,0.7106746,0.8350964,0.49763966,-0.4130942,0.3461055,-0.40911192,-0.74023306,-0.037815213,-0.3127458,-0.0127239255,-0.6098189,0.785832,-0.04066226,0.6015152,-0.39063808,0.17533757,-0.14057258,0.1966359,0.69713205,0.682494,0.2627425,0.43773472,-0.66381025,-1.3921179,-0.43834352,1.5357382,1.0354539,0.3099356
0.0040006996,-0.5179279,-0.29922187,1.5473808,0.5055207,0.8891361,0.14871566,0.66733694,1.5801438,1.6388313,0.3692758,0.35137272,0.7482143,-0.80555123,0.2744597,-0.045814764,-1.2112727,0.26272446,-0.9549858,-0.15886304,-0.94301134,0.9758971,-0.5332036,0.77872205,-0.27437255,0.19107485,-0.41617113,-0.20493688,0.16945754,0.6828548,-0.39790186,-0.4115076,-1.0693744,-1.5502818,-0.708115,1.5357382,0.45693186,-0.46144834
-0.15334576,-0.5658017,-0.28973493,1.1163827,0.44367483,0.9580703,0.33477804,0.24283242,1.1769795,1.7992268,0.3850557,0.055267144,0.69781667,-1.4582077,-0.16512938,0.52344114,-1.4727719,1.2353249,-1.7411717,0.3564656,-1.4655521,1.1323752,-0.98752636,0.96586,-0.23254848,0.60710734,-0.43120062,-0.062491152,0.14530207,0.55012727,0.17307085,-0.50636995,-1.1419661,-0.7844224,0.42224038,1.5357382,0.103098676,-0.30669066
-0.274839,-0.5079859,0.06132914,0.9569792,0.65055317,1.042458,0.30808473,-0.15238819,0.5939659,0.60404855,0.8925155,0.88850766,0.70309395,-1.9102861,-0.98800164,0.75267774,-1.7235589,1.4996141,-2.0673327,1.1426284,-1.7574022,0.45800653,-1.646841,0.8697992,-0.43449646,0.65686953,0.25262767,0.38499498,0.5047789,0.72060156,0.9864361,0.052643016,-0.16239162,-0.91054046,-0.25183597,1.5357382,1.0837564,0.34126216
-0.4279716,-0.46751073,0.33067507,1.1746869,1.0461414,0.7757183,-0.118892185,-0.56114244,0.25485447,-0.3271332,1.1913873,1.2942799,0.60834527,-2.1490853,-1.5529122,1.01397,-1.8664434,1.4160969,-2.1632216,1.7869334,-1.8332766,-0.13440637,-1.927056,0.99773765,-0.44701564,0.52357346,0.9220184,0.59300107,0.35401732,0.20182787,0.28585404,0.24573939,1.2062733,0.9655685,-0.53663486,1.0115597,1.3372148,0.98967826
-0.8740624,-0.41538575,0.3715863,1.2300143,1.477698,0.02427648,0.17551701,-0.9764139,1.1644282,-0.574483,1.7267708,1.1285006,1.0406396,-2.1490853,-1.5529122,1.01397,-1.8664434,1.4160969,-2.1632216,1.7869334,-1.8332766,-0.13440637,-1.927056,0.99773765,-0.44701564,0.52357346,0.4166293,0.14965896,-0.06741559,-0.24390657,-0.4830402,0.113728225,1.0017549,0.9655685,-0.7328693,-0.2104735,0.76289827,0.19386837
-2.23475,-1.1919649,1.7627438,0.083405584,2.742407,-2.2757738,1.8222586,-2.2475345,1.7709775,-0.51090014,1.8231425,0.98667073,1.3324262,-2.1490853,-1.5529122,1.01397,-1.8664434,1.4160969,-2.1632216,1.7869334,-1.8332766,-0.13440637,-1.927056,0.99773765,-0.44701564,0.52357346,1.3896786,1.1038389,0.6141393,0.86982346,0.9437725,1.018368,0.6195707,0.9655685,0.5269075,0.82792133,1.7760018,1.3227184
-2.5266857,-2.165024,1.008878,-0.87748736,1.596802,-2.3246095,2.705348,-2.395691,0.5204176,-1.0727774,1.3793343,-0.1814327,1.0447971,-2.1490853,-1.5529122,1.01397,-1.8664434,1.4160969,-2.1632216,1.7869334,-1.8332766,-0.13440637,-1.927056,0.99773765,-0.44701564,0.52357346,1.1133971,1.7811085,1.7437062,1.481332,1.4947872,1.355829,0.7412291,-0.23915532,1.0477247,1.1507746,1.8733435,1.5737422
-2.5266857,-2.165024,1.008878,-0.87748736,1.596802,-2.3246095,2.705348,-2.395691,0.5204176,-1.0727774,1.3793343,-0.1814327,1.0447971,-2.1490853,-1.5529122,1.01397,-1.8664434,1.4160969,-2.1632216,1.7869334,-1.8332766,-0.13440637,-1.927056,0.99773765,-0.44701564,0.52357346,1.168933,1.8800675,1.2088425,0.9867104,1.4907663,0.50192165,-0.48370257,-0.7207592,0.31174845,1.1053225,1.8733435,1.3771142
