Time (s),Amplitude,Frequency (Hz),Magnitude
0.0,-1.1537483350206275,0.0,18.73519927485513
6.25e-05,1.1258536228877931,40.0,15.775731907666316
0.000125,-1.1336997823715038,80.0,18.084054692503415
0.0001875,1.1342333481779932,120.0,17.703643593619148
0.00025,-1.1290766961752214,160.0,25.22910078827837
0.0003125,1.12036134263811,200.0,55.12412883614182
0.000375,-1.1094532484282755,240.0,76.65602581852323
0.0004375,1.0971985503162522,280.0,57.14429539676151
0.0005,-1.0841332580673273,320.0,56.56038670777627
0.0005625000000000001,1.0706066154742273,360.0,53.85597860975288
0.000625,-1.0568518632444606,400.0,30.800730594139463
0.0006875,1.043027817569555,440.0,4.4114171150607016
0.00075,-1.0292441212330923,480.0,33.96454719445362
0.0008125000000000001,1.015577087911611,520.0,43.01049783231127
0.000875,-1.0020799451236078,560.0,56.02014189675854
0.0009375,0.9887896341691561,600.0,73.6815697803313
0.001,-0.9757314312710291,640.0,27.97541215886576
0.0010625,0.9629221531391318,680.0,58.35678556715901
0.0011250000000000001,-0.9503724210532336,720.0,72.91819818913953
0.0011875,0.9380882853828686,760.0,74.04994441105121
0.00125,-0.9260724074005438,800.0,77.40669313338012
0.0013125,0.9143249294769097,840.0,46.0474325642283
0.001375,-0.9028441225108854,880.0,30.70940025393649
0.0014375,0.8916268720055763,920.0,9.353552233238318
0.0015,-0.8806690457900673,960.0,28.208725236707004
0.0015625,0.8699657739615893,1000.0,37.23198082599086
0.0016250000000000001,-0.8595116631227134,1040.0,34.25014569735277
0.0016875,0.8493009609396546,1080.0,29.586176588113894
0.00175,-0.8393276829047518,1120.0,22.587228208542545
0.0018125,0.8295857100552372,1160.0,50.58193101645641
0.001875,-0.820068864353419,1200.0,41.60517671583332
0.0019375,0.8107709666355237,1240.0,23.567126875561236
0.002,-0.8016858810625104,1280.0,15.986454660437616
0.0020625,0.7928075489357627,1320.0,41.21320163145174
0.002125,-0.7841300141904345,1360.0,58.405131831895645
0.0021875,0.7756474423382146,1400.0,37.72823124349171
0.0022500000000000003,-0.7673541342101794,1440.0,32.72664452135163
0.0023125,0.759244535646356,1480.0,35.7560805575435
0.002375,-0.7513132439230539,1520.0,33.73262739588263
0.0024375,0.743555011665906,1560.0,29.061562636165092
0.0025,-0.7359647487358719,1600.0,30.286260862030662
0.0025625,0.728537522549073,1640.0,32.87842695577085
0.002625,-0.7212685571715741,1680.0,40.40687335862737
0.0026875000000000002,0.7141532314524442,1720.0,51.07378566142447
0.00275,-0.7071870764447685,1760.0,47.333890141611086
0.0028125,0.7003657722454182,1800.0,23.324826262576412
0.002875,-0.6936851444682735,1840.0,4.698682385209872
0.0029375,0.6871411603622182,1880.0,21.220240856165198
0.003,-0.6807299247982023,1920.0,21.21558132568124
0.0030625,0.6744476760661285,1960.0,4.069428688672682
0.003125,-0.6682907816344638,2000.0,21.926391479497468
0.0031875000000000002,0.6622557338818607,2040.0,13.748389560887121
0.0032500000000000003,-0.6563391458291243,2080.0,17.31509601491972
0.0033125,0.6505377469393704,2120.0,27.96231541076999
0.003375,-0.6448483789470403,2160.0,16.2688156753374
0.0034375,0.6392679918174318,2200.0,26.551875805086294
0.0035,-0.6337936397512044,2240.0,35.392566580719745
0.0035625,0.6284224773374495,2280.0,29.976504952914603
0.003625,-0.623151755787649,2320.0,22.035385293891512
0.0036875000000000002,0.617978819311783,2360.0,17.284483355465323
0.00375,-0.6129011015929523,2400.0,10.7678575414097
0.0038125,0.6079161223918678,2440.0,8.442011278268426
0.003875,-0.603021484291198,2480.0,10.302213290903808
0.0039375,0.5982148695100392,2520.0,11.448284243375165
0.004,-0.5934940368995585,2560.0,23.163673235452706
0.0040625,0.5888568190039505,2600.0,25.438212348616332
0.004125,-0.5843011192638052,2640.0,16.633246913382976
0.0041875,0.5798249093229885,2680.0,19.313021653037552
0.00425,-0.5754262264346426,2720.0,23.628580350153186
0.0043125,0.5711031709893001,2760.0,14.337623674694036
0.004375,-0.5668539041206283,2800.0,15.036801683679313
0.0044375000000000005,0.5626766454338077,2840.0,13.203361547981729
0.0045000000000000005,-0.5585696708088975,2880.0,1.6338837174563678
0.0045625,0.554531310296311,2920.0,9.305180536152205
0.004625,-0.550559946113301,2960.0,4.174410996113311
0.0046875,0.5466540107043174,3000.0,2.96086599997389
0.00475,-0.5428119848968841,3040.0,7.313743158032699
0.0048125,0.5390323961251824,3080.0,22.46508558541866
0.004875,-0.5353138167309845,3120.0,25.11386997419334
0.0049375,0.5316548623303711,3160.0,15.335619518021655
0.005,-0.5280541902603693,3200.0,17.46402200403417
0.0050625,0.5245104980683223,3240.0,20.491961990242917
0.005125,-0.5210225220861213,3280.0,19.53418458131797
0.0051875,0.5175890360498825,3320.0,14.690148706345209
0.00525,-0.5142088497786055,3360.0,9.634781098197083
0.0053125,0.5108808079082315,3400.0,15.09081688915236
0.0053750000000000004,-0.5076037886764558,3440.0,13.898973715123374
0.0054375000000000005,0.5043767027571645,3480.0,5.95008810391855
0.0055,-0.5011984921471072,3520.0,5.27577293294468
0.0055625,0.4980681290864645,3560.0,6.8726116947639655
0.005625,-0.49498461503333585,3600.0,9.286318240456902
0.0056875,0.4919469796718482,3640.0,12.945172127671864
0.00575,-0.4889542799718083,3680.0,25.521135915763633
0.0058125,0.486005599266507,3720.0,49.04944149488035
0.005875,-0.48310004638898496,3760.0,45.73605336682178
0.0059375,0.48023675482366435,3800.0,25.79955565355859
0.006,-0.47741488190290543,3840.0,19.582910898682293
0.0060625,0.474633608033492,3880.0,5.460819007071899
0.006125,-0.47189213594964,3920.0,2.157768961027161
0.0061875,0.4691896900006446,3960.0,6.661433029103081
0.00625,-0.4665255154527127,4000.0,9.071101455686803
0.0063125,0.46389887784511824,4040.0,17.33109163670364
0.0063750000000000005,-0.4613090623305927,4080.0,42.70403162397676
0.0064375000000000005,0.45875537309038633,4120.0,46.25600934304446
0.006500000000000001,-0.4562371327243003,4160.0,33.22923404980937
0.0065625,0.4537536816945904,4200.0,26.044968852867996
0.006625,-0.45130437778047505,4240.0,11.163557399531188
0.0066875,0.44888859555126254,4280.0,10.611504695393808
0.00675,-0.4465057258650152,4320.0,8.024994022375235
0.0068125,0.4441551753786984,4360.0,4.651838988126684
0.006875,-0.44183636608382343,4400.0,9.532434960231988
0.0069375,0.4395487348560433,4440.0,5.116664091916257
0.007,-0.4372917330117916,4480.0,9.713682305276668
0.0070625,0.4350648259042799,4520.0,21.339041764209284
0.007125,-0.4328674925008688,4560.0,21.587498295521065
0.0071875,0.43069922501394625,4600.0,14.494499036772172
0.00725,-0.42855952850444484,4640.0,6.54636798963188
0.0073125,0.4264479205306744,4680.0,6.0283728474565805
0.0073750000000000005,-0.42436393079206447,4720.0,6.308415452090546
0.0074375000000000005,0.422307100786151,4760.0,6.6215840570164985
0.0075,-0.42027698349000614,4800.0,7.262482531563464
0.0075625,0.41827314302312263,4840.0,9.137435469766094
0.007625,-0.4162951543509502,4880.0,10.097103482806837
0.0076875,0.414342602974772,4920.0,5.599386396342693
0.00775,-0.41241508464271076,4960.0,15.183497207618434
0.0078125,0.4105122050544499,5000.0,18.920007435709348
0.007875,-0.40863357959184327,5040.0,7.924063152542516
0.0079375,0.4067788330227863,5080.0,6.859355133551436
0.008,-0.40494759924672685,5120.0,6.598410558027623
0.0080625,0.40313952101277484,5160.0,13.133183140091583
0.008125,-0.40135424965221544,5200.0,30.469240512424953
0.0081875,0.3995914448148614,5240.0,38.62567679804319
0.00825,-0.39785077418449405,5280.0,20.26489430546037
0.0083125,0.3961319132195763,5320.0,8.111702940921772
0.008375,-0.3944345448569299,5360.0,13.257387932513035
0.0084375,0.3927583592321471,5400.0,11.730404157425262
0.0085,-0.39110305337199797,5440.0,5.041379615482206
0.0085625,0.3894683308820897,5480.0,7.1541328339702135
0.008625,-0.3878539016115906,5520.0,8.152020250341721
0.0086875,0.38625948128943954,5560.0,11.851245480032583
0.00875,-0.3846847911459184,5600.0,15.488336816186704
0.008812500000000001,0.3831295574800183,5640.0,23.344812903269577
0.008875000000000001,-0.38159351121014545,5680.0,17.247960533707527
0.008937500000000001,0.38007638732573146,5720.0,6.296445561608034
0.009000000000000001,-0.3785779243431012,5760.0,6.031956370752003
0.0090625,0.37709786361725744,5800.0,2.036257026294312
0.009125,-0.37563594861031147,5840.0,4.843163194160881
0.0091875,0.3741919240260605,5880.0,2.85394897138398
0.00925,-0.3727655348078304,5920.0,1.934166891793238
0.0093125,0.3713565249960338,5960.0,3.8269497142752305
0.009375,-0.3699646363535814,6000.0,3.8763857389074814
0.0094375,0.36858960679204783,6040.0,6.326980645158934
0.0095,-0.36723116847999276,6080.0,8.116917099843537
0.0095625,0.3658890456105569,6120.0,3.282710190652995
0.009625,-0.3645629517281785,6160.0,3.3303981211902505
0.0096875,0.3632525865283919,6200.0,1.3516219546979114
0.00975,-0.36195763201302644,6240.0,3.504206743551208
0.0098125,0.3606777478073423,6280.0,3.698407787116276
0.009875,-0.35941256551890294,6320.0,6.367696899758265
0.0099375,0.3581616817830291,6360.0,9.545807819944962
0.01,-0.3569246497982656,6400.0,9.525417838930231
0.0100625,0.35570096882445995,6440.0,7.819572091844364
0.010125,-0.35449007120659254,6480.0,2.755091176020806
0.0101875,0.35329130616698895,6520.0,5.562565071976823
0.01025,-0.35210391948499437,6560.0,5.9158036672748775
0.0103125,0.3509270278512466,6600.0,2.1898228978059135
0.010375,-0.3497595862569255,6640.0,2.494064279572781
0.0104375,0.34860034628206993,6680.0,3.0657140932236997
0.0105,-0.3474478022395318,6720.0,5.617530337865573
0.0105625,0.3463001211262441,6760.0,10.18561910867603
0.010625,-0.34515505061810203,6800.0,8.292989797124475
0.0106875,0.3440097970371651,6840.0,5.642251617618721
0.010750000000000001,-0.34286086168388347,6880.0,4.656644340746227
0.010812500000000001,0.34170381867352967,6920.0,3.0285970933000312
0.010875000000000001,-0.34053300933722264,6960.0,1.8346898668307536
0.010937500000000001,0.339341115546208,7000.0,5.683980247886621
0.011,-0.338118554179952,7040.0,6.9557994150514535
0.0110625,0.3368526016204655,7080.0,0.6523654836521963
0.011125,-0.3355261012429271,7120.0,6.519509171016586
0.0111875,0.3341155093292527,7160.0,11.480644965669475
0.01125,-0.332587858808036,7200.0,13.594249243733612
0.0113125,0.3308958893872178,7240.0,12.651217217027737
0.011375,-0.32896993954280107,7280.0,10.26720116576137
0.0114375,0.3267038325596846,7320.0,7.1748219778484374
0.0115,-0.3239289424012853,7360.0,3.3028470304855246
0.0115625,0.3203632314059368,7400.0,8.241074138962787
0.011625,-0.31550214235954455,7440.0,6.211496776424183
0.0116875,0.30835688369652486,7480.0,11.649827973072872
0.01175,-0.2967184706081019,7520.0,10.774880250139834
0.0118125,0.2745218924178481,7560.0,7.869952606165561
0.011875,-0.21732680288909068,7600.0,4.6455465306956585
0.0119375,-0.1937098571738469,7640.0,8.335196607272874
0.012,-1.3032058891426213,7680.0,9.00738106426889
0.0120625,0.4755293601949706,7720.0,10.905957676537442
0.012125,-0.44027873599343575,7760.0,12.321345813532385
0.0121875,0.4303790459068345,7800.0,15.563500372937186
0.01225,-0.43367476804937616,7840.0,12.47680033417784
0.0123125,0.4521590130472844,7880.0,16.263687217731043
0.012375,-0.5088538499442712,7920.0,22.387653523665648
0.0124375,0.9222410275008509,7960.0,41.77796337203542
0.0125,0.5691353561776624,-8000.0,162.21640020373104
0.0125625,0.2685045364159574,-7960.0,41.77796337203543
0.012625,-0.3214336122787914,-7920.0,22.387653523665655
0.0126875,0.36786065865811723,-7880.0,16.263687217731036
0.012750000000000001,-1.1702319707328006,-7840.0,12.476800334177838
0.012812500000000001,-0.6879440847259848,-7800.0,15.563500372937195
0.012875000000000001,-0.7246926013803197,-7760.0,12.321345813532393
0.012937500000000001,-0.20117424831615896,-7720.0,10.905957676537446
0.013000000000000001,-0.8716991340430228,-7680.0,9.00738106426889
0.0130625,0.27700667988578653,-7640.0,8.335196607272872
0.013125,-0.34820809738328734,-7600.0,4.645546530695661
0.0131875,0.7550212059255965,-7560.0,7.869952606165559
0.01325,0.11405429869948647,-7520.0,10.774880250139828
0.0133125,-0.3338134578008567,-7480.0,11.649827973072874
0.013375,-1.3211943885606499,-7440.0,6.211496776424183
0.0134375,-0.7061676777077167,-7400.0,8.241074138962782
0.0135,-0.6219292371321313,-7360.0,3.3028470304855326
0.0135625,-0.716250845696689,-7320.0,7.174821977848431
0.013625,-1.218498886439672,-7280.0,10.26720116576137
0.0136875,0.8273491871786268,-7240.0,12.651217217027742
0.01375,0.8063682622732883,-7200.0,13.594249243733612
0.0138125,1.2227413443388075,-7160.0,11.480644965669462
0.013875,1.526584180110332,-7120.0,6.5195091710165824
0.0139375,2.406178108401283,-7080.0,0.6523654836521968
0.014,1.4466236761397742,-7040.0,6.9557994150514535
0.0140625,1.721523773385734,-7000.0,5.683980247886615
0.014125,1.1956680130262485,-6960.0,1.8346898668307645
0.0141875,2.2177780562346747,-6920.0,3.028597093300043
0.01425,0.250426149458147,-6880.0,4.6566443407462295
0.0143125,-0.4057921428492443,-6840.0,5.64225161761873
0.014375,-1.2436826956593503,-6800.0,8.29298979712448
0.0144375,-0.8096949973443361,-6760.0,10.185619108676027
0.0145,-0.3972814695326499,-6720.0,5.617530337865569
0.0145625,0.2729732597135385,-6680.0,3.065714093223694
0.014625,-0.2381631542863146,-6640.0,2.494064279572781
0.014687500000000001,0.20658889988649312,-6600.0,2.189822897805914
0.014750000000000001,0.5222350647596867,-6560.0,5.91580366727488
0.014812500000000001,-0.2691429797788126,-6520.0,5.562565071976826
0.014875000000000001,-1.2285221805639792,-6480.0,2.755091176020806
0.014937500000000001,0.41257261668424194,-6440.0,7.819572091844366
0.015,-0.47673280568680865,-6400.0,9.525417838930231
0.0150625,-0.7788062348854862,-6360.0,9.54580781994496
0.015125,-1.1824565938764553,-6320.0,6.367696899758262
0.0151875,-1.2116461266868164,-6280.0,3.698407787116267
0.01525,-2.3297949845421733,-6240.0,3.5042067435512094
0.0153125,-0.11556444659303691,-6200.0,1.3516219546979116
0.015375,-0.22600266308794278,-6160.0,3.3303981211902536
0.0154375,0.2366378472400589,-6120.0,3.282710190652995
0.0155,-0.13297978795702692,-6080.0,8.116917099843537
0.0155625,1.3607403920588357,-6040.0,6.326980645158949
0.015625,1.3123965354032605,-6000.0,3.876385738907485
0.0156875,1.3867898252423922,-5960.0,3.8269497142752305
0.01575,-0.2742816063066637,-5920.0,1.9341668917932389
0.0158125,-0.8389628138747655,-5880.0,2.853948971383977
0.015875,-1.1910810122593294,-5840.0,4.843163194160891
0.0159375,-0.8206235925143034,-5800.0,2.0362570262943067
0.016,-1.0630244880206354,-5760.0,6.031956370752005
0.0160625,0.2676608838899363,-5720.0,6.296445561608033
0.016125,0.4676428202762135,-5680.0,17.247960533707516
0.0161875,-0.19798961908797585,-5640.0,23.344812903269577
0.01625,-1.4081161734694863,-5600.0,15.488336816186703
0.0163125,-0.6479000995848961,-5560.0,11.851245480032576
0.016375,-1.2666239683744924,-5520.0,8.152020250341723
0.0164375,0.8686628143424842,-5480.0,7.154132833970218
0.0165,0.7063833299198238,-5440.0,5.041379615482205
0.0165625,-0.29101612186585313,-5400.0,11.73040415742526
0.016625,-0.5870881404281495,-5360.0,13.257387932513028
0.0166875,0.4741269049381533,-5320.0,8.111702940921775
0.01675,-0.5992382444807541,-5280.0,20.26489430546037
0.0168125,-0.26063519834866566,-5240.0,38.62567679804319
0.016875,0.6309603205487052,-5200.0,30.469240512424957
0.0169375,1.317531933832928,-5160.0,13.133183140091587
0.017,0.6672181216655408,-5120.0,6.598410558027623
0.0170625,1.3737112848264008,-5080.0,6.859355133551433
0.017125,-0.20514560672277432,-5040.0,7.924063152542512
0.0171875,0.7131634228588987,-5000.0,18.92000743570936
0.01725,0.1490912491113817,-4960.0,15.183497207618439
0.0173125,-0.3951679175007139,-4920.0,5.599386396342693
0.017375,-0.38919659128015865,-4880.0,10.09710348280683
0.0174375,1.5204134528904651,-4840.0,9.137435469766087
0.0175,-0.3454683664626792,-4800.0,7.262482531563457
0.0175625,1.2108410787781951,-4760.0,6.621584057016499
0.017625000000000002,2.6982037663839535,-4720.0,6.308415452090543
0.017687500000000002,1.718476568883827,-4680.0,6.028372847456577
0.017750000000000002,-1.6242026881443807,-4640.0,6.546367989631886
0.017812500000000002,-2.8204110058061413,-4600.0,14.494499036772174
0.017875000000000002,-4.510820159861439,-4560.0,21.587498295521076
0.017937500000000002,-3.1747356068679142,-4520.0,21.339041764209284
0.018000000000000002,-1.7955008538951105,-4480.0,9.713682305276668
0.0180625,-1.2260322965159234,-4440.0,5.116664091916256
0.018125,-0.42153613218802055,-4400.0,9.532434960231976
0.0181875,0.7288074550275029,-4360.0,4.651838988126677
0.01825,1.7117223653137141,-4320.0,8.024994022375234
0.0183125,3.8864153666408967,-4280.0,10.611504695393805
0.018375,2.774488299143832,-4240.0,11.16355739953119
0.0184375,0.5827593460554601,-4200.0,26.044968852867992
0.0185,-1.0659806861237957,-4160.0,33.22923404980937
0.0185625,-0.8078020202495126,-4120.0,46.256009343044475
0.018625,-2.017755782280519,-4080.0,42.70403162397676
0.0186875,-1.540042727279952,-4040.0,17.331091636703633
0.01875,0.8707084971772351,-4000.0,9.07110145568679
0.0188125,3.7773411657752347,-3960.0,6.661433029103092
0.018875,3.26229265070327,-3920.0,2.1577689610271604
0.0189375,3.755302406173069,-3880.0,5.460819007071902
0.019,1.0409732663663591,-3840.0,19.58291089868229
0.0190625,1.4802698412500697,-3800.0,25.799555653558585
0.019125,2.9127841810278445,-3760.0,45.73605336682178
0.0191875,0.6517956501825246,-3720.0,49.04944149488035
0.01925,-1.541553911595184,-3680.0,25.52113591576363
0.0193125,-0.21775814775357094,-3640.0,12.945172127671865
0.019375,-0.16031213605683026,-3600.0,9.2863182404569
0.0194375,-1.4894542614116755,-3560.0,6.872611694763973
0.0195,-1.860645656892986,-3520.0,5.275772932944679
0.0195625,-0.1464896826455057,-3480.0,5.950088103918555
0.019625,-1.3670323337937729,-3440.0,13.898973715123372
0.0196875,-1.0631004124231347,-3400.0,15.090816889152368
0.01975,-2.6843279567502583,-3360.0,9.634781098197083
0.0198125,-1.9234152631057202,-3320.0,14.690148706345216
0.019875,0.929286966668875,-3280.0,19.534184581317966
0.0199375,1.3539984389197963,-3240.0,20.491961990242924
0.02,-0.37906326277280716,-3200.0,17.46402200403417
0.0200625,3.155795737240426,-3160.0,15.335619518021657
0.020125,1.539977211229506,-3120.0,25.11386997419334
0.0201875,0.11976113288542117,-3080.0,22.46508558541866
0.02025,-0.03951343471725727,-3040.0,7.313743158032699
0.0203125,0.9363440737706555,-3000.0,2.960865999973897
0.020375,-0.7123635096485832,-2960.0,4.174410996113308
0.0204375,-0.13218219911427448,-2920.0,9.30518053615221
0.0205,0.24555986533737303,-2880.0,1.6338837174563776
0.0205625,-0.358402215720151,-2840.0,13.203361547981723
0.020625,-0.13431771346787813,-2800.0,15.036801683679315
0.0206875,-1.3987115160987798,-2760.0,14.337623674694044
0.02075,-3.0770595061433474,-2720.0,23.628580350153186
0.0208125,-4.515844365313732,-2680.0,19.313021653037556
0.020875,-3.444042617086589,-2640.0,16.63324691338298
0.0209375,-1.6213798150042291,-2600.0,25.43821234861634
0.021,-2.2482234603792874,-2560.0,23.1636732354527
0.0210625,-2.186461436045633,-2520.0,11.448284243375166
0.021125,-3.319156146188572,-2480.0,10.3022132909038
0.0211875,-1.1965191118022265,-2440.0,8.442011278268438
0.02125,-0.11920201349967947,-2400.0,10.767857541409699
0.0213125,2.1491980943716014,-2360.0,17.284483355465323
0.021375,-1.323173694662608,-2320.0,22.03538529389151
0.0214375,-0.11132380379230332,-2280.0,29.97650495291458
0.021500000000000002,0.3404954815731298,-2240.0,35.39256658071974
0.021562500000000002,0.45239365726129743,-2200.0,26.551875805086297
0.021625000000000002,-1.4524606586666016,-2160.0,16.268815675337397
0.021687500000000002,-0.9057323267158164,-2120.0,27.962315410769992
0.021750000000000002,1.7100527042932736,-2080.0,17.31509601491972
0.021812500000000002,3.508536695164789,-2040.0,13.748389560887125
0.021875000000000002,-0.02320887910966911,-2000.0,21.926391479497465
0.021937500000000002,-0.12556873738830918,-1960.0,4.06942868867268
0.022,1.4612220792823367,-1920.0,21.21558132568124
0.0220625,1.1296728632420099,-1880.0,21.220240856165194
0.022125,-1.7801991171435114,-1840.0,4.698682385209869
0.0221875,1.0706562064058025,-1800.0,23.324826262576412
0.02225,3.8308582304473315,-1760.0,47.333890141611086
0.0223125,3.257949736285922,-1720.0,51.073785661424466
0.022375,0.7812046134105998,-1680.0,40.40687335862739
0.0224375,1.1555581288560552,-1640.0,32.87842695577085
0.0225,1.9265892785434593,-1600.0,30.28626086203065
0.0225625,3.6945085764475376,-1560.0,29.061562636165096
0.022625,-0.5146439882127612,-1520.0,33.732627395882616
0.0226875,1.4086642866074774,-1480.0,35.756080557543505
0.02275,3.855670040849069,-1440.0,32.726644521351645
0.0228125,3.9102085788151673,-1400.0,37.72823124349171
0.022875,2.0125430485735873,-1360.0,58.405131831895645
0.0229375,1.0544699501732715,-1320.0,41.21320163145174
0.023,0.1903314600445218,-1280.0,15.986454660437614
0.0230625,1.1821025232662796,-1240.0,23.56712687556123
0.023125,1.4198013083187953,-1200.0,41.60517671583333
0.0231875,-0.6756277815875082,-1160.0,50.581931016456416
0.02325,-2.853704815906429,-1120.0,22.58722820854254
0.0233125,-3.283401779540207,-1080.0,29.586176588113887
0.023375,-3.0497774929633668,-1040.0,34.25014569735278
0.0234375,-1.313873293865361,-1000.0,37.23198082599086
0.0235,-1.599196902658009,-960.0,28.20872523670701
0.0235625,-0.14347001541375712,-920.0,9.353552233238311
0.023625,-2.2986714002996984,-880.0,30.709400253936494
0.0236875,-1.2445238875263258,-840.0,46.047432564228295
0.02375,-1.1263771911148097,-800.0,77.40669313338012
0.0238125,-1.1817220696240782,-760.0,74.0499444110512
0.023875,-2.4030915050037907,-720.0,72.91819818913953
0.0239375,2.061341837563206,-680.0,58.35678556715903
0.024,1.740443091212621,-640.0,27.97541215886576
0.0240625,0.7765322935788319,-600.0,73.68156978033129
0.024125,3.9726213459212856,-560.0,56.02014189675853
0.0241875,3.217445130580243,-520.0,43.01049783231129
0.02425,-0.09102027461084117,-480.0,33.964547194453615
0.0243125,-1.3633399496529044,-440.0,4.411417115060704
0.024375,-1.5749261835949855,-400.0,30.800730594139463
0.0244375,-0.13438835493954768,-360.0,53.85597860975289
0.0245,-0.5149314008863927,-320.0,56.56038670777627
0.0245625,-3.519146219388851,-280.0,57.144295396761514
0.024625,-3.9721640185918603,-240.0,76.65602581852323
0.0246875,-1.5273408625797074,-200.0,55.124128836141814
0.02475,-4.197793556356676,-160.0,25.229100788278373
0.0248125,-6.104033838021037,-120.0,17.703643593619148
0.024875,-2.791063498051015,-80.0,18.084054692503415
0.0249375,-0.2975363018474529,-40.0,15.775731907666316
