0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92
-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-78.64812,-77.86121,-80.0,-80.0,-73.09833,-72.4945,-75.16647,-77.825195,-77.7545,-75.50743,-78.49184,-75.504906,-76.13083,-79.97861,-76.90267,-72.73564,-76.67719,-75.84464,-76.61663,-77.11796,-73.298584,-76.722336,-75.07856,-73.56621,-79.0142,-74.48133,-74.775696,-79.92286,-80.0,-80.0,-79.85571,-79.02281,-79.57924,-79.11769,-80.0,-79.9496,-77.83639,-79.93811,-79.13828,-78.43706,-76.799065,-75.77991,-75.26802,-74.464584,-72.93307,-70.939514,-71.229195,-73.166115,-78.79772,-80.0,-72.853836,-69.93024,-74.897835,-74.035645,-70.41649,-72.488594,-77.43612,-80.0,-80.0,-79.987915,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-74.93121,-74.214935,-73.489914,-74.75648,-69.95422,-72.59284,-79.58868,-79.536224,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-79.12986,-78.542984,-80.0,-80.0,-75.21004,-74.97053,-77.225075,-80.0,-78.97075,-78.069336,-79.46557,-76.3862,-76.42126,-79.79568,-80.0,-77.779274,-77.69771,-74.44555,-75.18864,-74.19431,-75.21419,-77.6976,-73.827095,-73.04889,-78.81697,-72.08967,-72.71013,-80.0,-79.81085,-78.79729,-79.647606,-80.0,-80.0,-80.0,-80.0,-79.511765,-80.0,-80.0,-80.0,-77.39978,-76.37159,-78.733025,-76.65577,-77.6733,-75.97411,-71.27487,-72.348206,-74.69885,-80.0,-80.0,-77.9833,-74.843575,-78.284256,-77.51896,-73.217575,-74.2099,-79.308174,-80.0,-80.0,-79.665955,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-75.41178,-74.3354,-77.03504,-74.28056,-69.74414,-73.852684,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-79.504715,-80.0,-78.081406,-76.98887,-75.06582,-78.52897,-79.771484,-78.38983,-77.52222,-76.032814,-79.68854,-80.0,-77.83243,-74.5377,-77.56967,-74.82462,-76.4997,-73.97456,-73.785934,-76.731544,-72.35546,-71.91913,-77.50064,-72.252464,-73.10134,-77.417404,-78.70929,-76.36945,-77.47806,-80.0,-80.0,-80.0,-79.5066,-77.50337,-80.0,-80.0,-80.0,-78.54914,-77.10128,-78.381744,-77.4462,-78.71913,-76.023186,-71.59883,-73.79908,-76.25903,-80.0,-80.0,-75.46015,-75.491356,-80.0,-79.03668,-75.119125,-75.89619,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-75.05771,-73.22515,-76.71106,-72.5167,-68.52571,-73.42045,-78.77725,-79.01907,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-79.285965,-78.47303,-80.0,-78.733665,-77.3465,-73.23062,-76.998146,-79.55506,-77.83038,-79.359344,-77.06993,-78.65468,-80.0,-78.45216,-75.87549,-77.89622,-75.11863,-78.84439,-77.416,-77.66228,-77.57486,-73.06321,-73.04669,-77.80382,-74.62338,-75.297165,-76.647644,-76.35412,-73.03678,-76.050804,-80.0,-80.0,-80.0,-78.65337,-76.03448,-78.671036,-80.0,-80.0,-80.0,-77.89268,-80.0,-78.65436,-77.59798,-75.59795,-70.83088,-71.146965,-74.478836,-80.0,-80.0,-73.099174,-73.16746,-80.0,-77.74282,-73.11394,-75.79566,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-75.88322,-74.62662,-74.33161,-72.546974,-69.65708,-75.90851,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-78.37627,-79.117905,-80.0,-79.85925,-79.420685,-77.892624,-80.0,-80.0,-79.411285,-79.19395,-76.60004,-77.913994,-80.0,-80.0,-77.58469,-79.85877,-78.41895,-80.0,-76.80709,-77.64127,-75.66883,-75.05273,-76.09268,-80.0,-77.82214,-78.14503,-77.18353,-75.47389,-73.13842,-76.432076,-80.0,-80.0,-80.0,-80.0,-77.52855,-76.21787,-79.6188,-80.0,-80.0,-78.471176,-77.356316,-74.694786,-75.78813,-76.302864,-70.95157,-70.79809,-74.73446,-78.9784,-80.0,-71.75849,-71.614456,-78.71884,-75.98482,-72.697365,-75.388626,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-76.613594,-74.05868,-71.905075,-70.87058,-67.90237,-72.549706,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-78.17317,-76.3008,-74.6549,-76.628624,-80.0,-79.327835,-79.17563,-76.292175,-75.63919,-80.0,-76.59025,-73.27526,-78.374435,-77.991425,-79.087555,-74.81504,-73.962776,-74.06625,-75.70032,-76.83946,-80.0,-76.668,-75.01542,-77.18374,-77.184975,-73.675766,-76.08377,-79.89037,-80.0,-80.0,-79.66497,-76.08051,-74.33029,-77.92945,-80.0,-79.98442,-76.76783,-76.1861,-72.28897,-73.20848,-75.18066,-70.848915,-69.95074,-73.46642,-77.85259,-78.70844,-69.08384,-68.02731,-75.33759,-75.12715,-71.897484,-74.75075,-79.292755,-80.0,-79.334236,-80.0,-80.0,-80.0,-80.0,-78.98468,-80.0,-80.0,-80.0,-80.0,-80.0,-74.37021,-72.060074,-70.634705,-70.50165,-67.903625,-71.75545,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-79.35013,-80.0,-80.0,-78.61676,-77.683784,-73.75425,-75.496994,-77.94547,-76.3523,-76.883865,-74.20253,-75.025665,-79.9932,-78.82546,-76.28262,-79.04998,-75.112076,-77.66295,-74.93107,-72.75714,-74.06521,-72.67303,-72.10173,-75.06911,-72.420494,-73.202866,-74.954,-75.84108,-73.47179,-76.32463,-80.0,-80.0,-80.0,-77.87777,-74.33886,-73.89172,-77.81625,-80.0,-76.60429,-73.77725,-73.92821,-71.66399,-72.54497,-72.91461,-65.1713,-64.547165,-69.51087,-74.867096,-75.694,-65.17109,-62.883755,-68.649345,-72.15148,-69.4743,-72.15818,-76.14258,-80.0,-79.339714,-78.54836,-80.0,-80.0,-78.94168,-77.181816,-80.0,-80.0,-80.0,-80.0,-80.0,-73.2801,-72.81421,-68.01479,-61.140186,-56.85264,-60.689953,-71.24453,-79.49731,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-79.33771,-75.86666,-73.71231,-74.68051,-78.01339,-75.73494,-76.4781,-73.25321,-74.5078,-75.06915,-74.51259,-73.58059,-70.38309,-71.48704,-75.48862,-75.66332,-72.77893,-76.5424,-73.30555,-75.87995,-72.70649,-71.85708,-74.33024,-72.75337,-72.38381,-72.95477,-69.62191,-71.89787,-69.22315,-68.85293,-71.21487,-73.70817,-79.61423,-80.0,-80.0,-75.78003,-71.960526,-73.69161,-77.75242,-80.0,-74.328125,-70.80493,-71.22539,-70.958954,-71.80829,-71.403946,-60.634235,-59.09162,-60.478817,-64.69918,-74.72038,-63.827007,-59.44538,-64.95555,-72.98873,-69.202644,-69.436104,-75.41795,-80.0,-80.0,-78.69641,-80.0,-80.0,-76.05436,-74.925896,-80.0,-80.0,-80.0,-80.0,-80.0,-71.22988,-70.765945,-63.256374,-54.598667,-50.246845,-54.451305,-65.66493,-75.77056,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-79.54879,-78.69014,-77.57347,-75.88492,-75.44555,-76.80542,-75.35158,-76.99729,-75.07221,-75.24898,-71.67881,-71.18124,-73.67578,-70.28387,-71.09592,-74.65886,-74.58612,-71.14892,-74.32991,-70.41547,-73.11598,-69.91992,-70.22159,-74.013054,-72.89423,-72.69136,-71.56869,-68.544266,-69.219,-64.61065,-64.31362,-69.806305,-73.653656,-77.52076,-80.0,-80.0,-73.93188,-70.343834,-72.82384,-76.50974,-79.78393,-72.803345,-69.65565,-71.448364,-70.17881,-70.37271,-74.3005,-64.82917,-61.774822,-60.354057,-64.53035,-74.16078,-66.45211,-63.76295,-69.76436,-73.23671,-69.21617,-67.59214,-72.67205,-80.0,-80.0,-80.0,-80.0,-80.0,-79.044846,-78.476074,-80.0,-80.0,-80.0,-80.0,-80.0,-72.30948,-64.927246,-60.495968,-57.35162,-52.619884,-55.441006,-65.369385,-74.60925,-79.473495,-80.0,-80.0,-80.0,-80.0,-80.0
-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-79.25366,-80.0,-74.619385,-73.83786,-74.813034,-71.59646,-75.530525,-80.0,-80.0,-77.90342,-74.82889,-70.33889,-75.6012,-74.88954,-75.46627,-75.68342,-76.98464,-75.47287,-73.523705,-71.87259,-72.263695,-69.08754,-69.119576,-73.764,-76.66626,-80.0,-80.0,-80.0,-74.80928,-71.740974,-74.33425,-78.0643,-80.0,-75.85794,-72.253334,-73.98826,-71.43808,-72.34615,-77.22968,-69.33448,-67.68299,-69.344574,-73.1695,-77.17834,-68.65681,-69.0795,-75.50502,-76.81553,-70.59261,-68.32745,-73.709526,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-73.46778,-62.174404,-57.066055,-56.1792,-53.546074,-57.626102,-68.77214,-77.94099,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-78.11653,-79.67693,-77.213745,-77.11525,-77.67976,-74.30694,-79.35068,-80.0,-80.0,-77.321434,-77.77982,-73.53651,-79.040436,-80.0,-79.74295,-78.00477,-78.45139,-74.663635,-77.3265,-78.453384,-76.96061,-75.74601,-76.58675,-79.28979,-80.0,-80.0,-80.0,-80.0,-80.0,-78.303696,-78.032135,-80.0,-80.0,-79.84416,-76.41385,-77.77395,-76.134346,-78.06878,-80.0,-74.70619,-74.26316,-78.622665,-80.0,-79.767586,-72.626434,-72.49613,-77.28648,-80.0,-75.206795,-73.5638,-78.198975,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-76.93116,-71.18589,-66.095856,-65.80003,-64.39846,-68.540764,-77.158905,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-79.05751,-80.0,-80.0,-80.0,-80.0,-79.50919,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-75.70608,-78.55201,-79.970535,-80.0,-80.0,-79.69773,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-77.40297,-78.11292,-80.0,-80.0,-77.89677,-77.97861,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-79.28494,-76.24311,-73.99507,-74.165344,-74.63176,-78.08702,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-78.46528,-76.51709,-76.200516,-79.657104,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-78.747345,-76.405426,-77.7273,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-79.37463,-78.54314,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-79.18576,-80.0,-80.0,-80.0,-80.0,-80.0,-79.37369,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-79.67614,-79.03101,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-78.63365,-77.95199,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0,-80.0
