Raw_Frame,Hanning_Windowed,Hamming_Windowed
1.1641532e-10,0.0,9.313225746154793e-12
0.0,0.0,0.0
1.0913936e-11,2.6926843980712873e-15,8.755921833482377e-13
-1.4551915e-11,-8.077222723150745e-15,-1.171584263174648e-12
-8.731149e-11,-8.614464190301548e-14,-7.064172380166869e-12
-2.910383e-11,-4.4858698192867977e-14,-2.3695764388761366e-12
4.3655746e-11,9.687287231470699e-14,3.5815826973375784e-12
7.2759576e-11,2.1969916069139048e-13,6.022889319182826e-12
-3.274181e-11,-1.2908947277483115e-13,-2.7381070560588797e-12
-2.1827873e-11,-1.0888116539836988e-13,-1.8464004995705242e-12
-1.4551915e-11,-8.957911199004113e-14,-1.246566001300187e-12
1.1641532e-10,8.667512939559606e-13,1.0110636936594277e-11
1.0186341e-10,9.021404905010346e-13,8.979041779146393e-12
1.6007107e-10,1.6629134418368395e-12,1.4335565767452729e-11
-4.3655746e-11,-5.256858580378905e-13,-3.976090644202907e-12
0.0,0.0,0.0
5.820766e-11,9.143503519988422e-13,5.4978151969163314e-12
-5.820766e-11,-1.0315148841532074e-12,-5.605606566498346e-12
8.731149e-11,1.733408760180044e-12,8.579655368981736e-12
-1.4551915e-11,-3.21648150578184e-13,-1.4600695168012786e-12
-7.2759576e-11,-1.7805535646347005e-12,-7.45887537081067e-12
5.0931703e-11,1.3729822538414116e-12,5.337679937476821e-12
1.4551915e-11,4.301490192721725e-13,1.5598903159997478e-12
4.3655746e-11,1.4091194862732533e-12,4.788849582179441e-12
-4.3655746e-11,-1.5328299365882846e-12,-4.902663196469269e-12
6.548362e-11,2.4923218275886733e-12,7.53162556359365e-12
-8.731149e-11,-3.5904831449160204e-12,-1.0288163802938834e-11
2.910383e-11,1.2892520079120722e-12,3.514418283817805e-12
-5.820766e-11,-2.7698973290965847e-12,-7.2049184158462544e-12
-1.4551915e-11,-7.419470365812919e-13,-1.846744491924138e-12
2.7284841e-11,1.4869348316774296e-12,3.550767329398265e-12
-5.820766e-11,-3.3828653951439347e-12,-7.768849036609816e-12
0.0,0.0,0.0
0.0,0.0,0.0
2.910383e-11,2.026470217912814e-12,4.192659037018487e-12
5.820766e-11,4.288735672770645e-12,8.60224969202639e-12
0.0,0.0,0.0
-8.0035534e-11,-6.5706227358497174e-12,-1.2447815617463161e-11
5.820766e-11,5.032617648988912e-12,9.286621110147195e-12
0.0,0.0,0.0
-4.3655746e-11,-4.168752761871714e-12,-7.327712195730022e-12
-4.3655746e-11,-4.37245780295582e-12,-7.515120833527402e-12
-4.3655746e-11,-4.580469706509966e-12,-7.706491784797218e-12
4.3655746e-11,4.7927371487095025e-12,7.901777831620789e-12
0.0,0.0,0.0
3.9108272e-11,4.6850543545582105e-12,7.43891178029243e-12
2.910383e-11,3.636362531244819e-12,5.6737599652839315e-12
-5.456968e-12,-7.104124188701204e-13,-1.0901368822115167e-12
4.3655746e-11,5.916038336987302e-12,8.935214924836364e-12
-6.184564e-11,-8.716329717618995e-12,-1.296667451785421e-11
0.0,0.0,0.0
-5.820766e-11,-8.85010241203958e-12,-1.2798707092153808e-11
-7.2759576e-11,-1.1476109432671775e-11,-1.6378786769404777e-11
1.1641532e-10,1.9033176736570133e-11,2.6823748343799317e-11
-1.0186341e-10,-1.7249963586323706e-11,-2.401903902730325e-11
5.820766e-11,1.0202404567675445e-11,1.4042825075338805e-11
-8.731149e-11,-1.5828526095049625e-11,-2.154716331706175e-11
1.7462298e-10,3.27206225772646e-11,4.4072811390315625e-11
-1.0186341e-10,-1.9715303092592265e-11,-2.6287151373070325e-11
1.1641532e-10,2.325860403211066e-11,3.07111414556966e-11
-8.731149e-11,-1.7995542193567683e-11,-2.3540818127698363e-11
5.820766e-11,1.2368975089534693e-11,1.6036069955449312e-11
-7.2759576e-11,-1.593131390647138e-11,-2.0477574885300415e-11
1.0004442e-10,2.255887467081517e-11,2.875771807275173e-11
6.548362e-11,1.519787054417623e-11,1.92207303828542e-11
-9.458745e-11,-2.2582821324950292e-11,-2.8343191537705038e-11
3.601599e-10,8.841179777066516e-11,1.1015164610117834e-10
-4.2564352e-10,-1.0737737428536704e-10,-1.3283866597691613e-10
6.6211214e-10,1.7156859269287065e-10,2.1081207670869635e-10
-9.458745e-10,-2.516358077487002e-10,-3.0717490231631183e-10
1.193257e-09,3.2576484242859563e-10,3.9516421893239463e-10
-1.542503e-09,-4.319477593182309e-10,-5.207921797093234e-10
2.0227162e-09,5.807427694704885e-10,6.96100645252289e-10
-2.3283064e-09,-6.850874533351644e-10,-8.165449719914472e-10
2.7939677e-09,8.421746679095824e-10,9.98318112384531e-10
-3.3760443e-09,-1.0420440499095944e-09,-1.2287640725553157e-09
3.754394e-09,1.1861547348042452e-09,1.3916138863333975e-09
-4.278263e-09,-1.3830023521506406e-09,-1.6146232101497776e-09
4.8603397e-09,1.606979164630122e-09,1.8672480063616748e-09
-5.326001e-09,-1.8004082444493352e-09,-2.08245566277997e-09
5.646143e-09,1.9506944676869928e-09,2.2463303589605413e-09
-5.9080776e-09,-2.0854322643985842e-09,-2.3912438898640536e-09
5.9371814e-09,2.140380301978399e-09,2.4441243908740213e-09
-5.84987e-09,-2.153123451818248e-09,-2.448863169417066e-09
5.660695e-09,2.126468708541299e-09,2.4092068137647718e-09
-5.180482e-09,-1.985561178788323e-09,-2.2411548301891453e-09
4.2346073e-09,1.6554281810648258e-09,1.8617625130960202e-09
-3.1141099e-09,-1.2413039715735529e-09,-1.3911284425573093e-09
1.6734703e-09,6.799465978302884e-10,7.594284901048404e-10
2.3283064e-10,9.640014028649202e-11,1.0731458055588225e-10
-2.5029294e-09,-1.0556924972703589e-09,-1.1714714510310582e-09
5.3842086e-09,2.312783502443159e-09,2.558497513007365e-09
-8.381903e-09,-3.6656860718136945e-09,-4.042983439791743e-09
1.207809e-08,5.376354396826592e-09,5.912493216244024e-09
-1.618173e-08,-7.329447221053213e-09,-8.037629822084472e-09
2.0612788e-08,9.497763610135792e-09,1.038696555500346e-08
-2.5465852e-08,-1.1933418797152276e-08,-1.3016013425351453e-08
3.063178e-08,1.4594413523854763e-08,1.5877402966403365e-08
-3.5972334e-08,-1.7421208056904052e-08,-1.890529816791356e-08
4.1691237e-08,2.0518189819279608e-08,2.2212033604078922e-08
-4.7293724e-08,-2.364686224609614e-08,-2.553861122578383e-08
5.2998075e-08,2.6915266423381777e-08,2.90018911304482e-08
-5.8149453e-08,-2.99879858595974e-08,-3.2240903251033927e-08
6.3329935e-08,3.3156591769426924e-08,3.557045923378098e-08
-6.754999e-08,-3.5895744743575586e-08,-3.842808440329586e-08
7.125345e-08,3.842196719947529e-08,4.104848605677313e-08
-7.3807314e-08,-4.037659793649441e-08,-4.305105522463699e-08
7.5298885e-08,4.178087832945031e-08,4.446231889102903e-08
-7.52043e-08,-4.231494786698259e-08,-4.494609586963998e-08
7.333438e-08,4.183364041345666e-08,4.4353699323848504e-08
-6.960181e-08,-4.024496626725468e-08,-4.25935138088566e-08
6.3562766e-08,3.7245527419294093e-08,3.935090648315108e-08
-5.4948032e-08,-3.262213317703352e-08,-3.4408205075055896e-08
4.36994e-08,2.62805424278166e-08,2.7674051148054123e-08
-2.9293005e-08,-1.7841538246511777e-08,-1.8757655615167033e-08
1.1961674e-08,7.377035865571484e-09,7.74380694174317e-09
8.614734e-09,5.378565497824414e-09,5.637458963213915e-09
-3.26836e-08,-2.0653961620862744e-08,-2.161633281942668e-08
6.0143066e-08,3.84612230210051e-08,4.019577043043191e-08
-9.109499e-08,-5.894029480953922e-08,-6.15126703711422e-08
1.2497185e-07,8.179513641292616e-08,8.524927333838923e-08
-1.6207923e-07,-1.0728975906306726e-07,-1.1167291688310588e-07
2.0186417e-07,1.3512160825224918e-07,1.4046101303590165e-07
-2.4365727e-07,-1.6489199176605243e-07,-1.711932139114702e-07
2.8690556e-07,1.9626127090837045e-07,2.0351281408709928e-07
-3.309906e-07,-2.2882760102846192e-07,-2.370006399723304e-07
3.7424616e-07,2.614386136072083e-07,2.704632169860828e-07
-4.1589374e-07,-2.93519990874731e-07,-3.033098905828905e-07
4.536996e-07,3.234377563961304e-07,3.3385870492364174e-07
-4.860631e-07,-3.4995062852632894e-07,-3.608396240408554e-07
5.099864e-07,3.707577056329476e-07,3.818960028697794e-07
-5.2221003e-07,-3.832838360871752e-07,-3.9439793159101507e-07
5.183938e-07,3.840659515683437e-07,3.9481217865219884e-07
-4.9266964e-07,-3.6838354337995114e-07,-3.7832643126728214e-07
4.369067e-07,3.2965515468450866e-07,3.3823527853506686e-07
-3.3860124e-07,-2.577599505682378e-07,-2.642272536820791e-07
1.7741695e-07,1.3624085320322724e-07,1.3953494098410896e-07
8.227653e-08,6.372411017190781e-08,6.520830365425007e-08
-5.164766e-07,-4.033897366514999e-07,-4.1243668374219567e-07
1.3221288e-06,1.0411799098048077e-06,1.0636558218195031e-06
-3.264191e-06,-2.5914171942721273e-06,-2.645239101656618e-06
1.6107153e-05,1.2889106706716967e-05,1.3146550409170648e-05
2.9101211e-05,2.346877433618862e-05,2.391936927825294e-05
-3.0031078e-06,-2.4403894892989207e-06,-2.485406958115689e-06
-2.0374864e-05,-1.6681145638333894e-05,-1.6976643115827013e-05
1.3145705e-05,1.0841579101018176e-05,1.102590920911183e-05
1.1953147e-05,9.92895238263709e-06,1.009088794365762e-05
-7.1805116e-06,-6.006542881941831e-06,-6.1004603795625305e-06
7.306e-06,6.153650614320461e-06,6.245838568628616e-06
-1.895256e-05,-1.6070944441961154e-05,-1.6301473679610444e-05
-6.9643283e-06,-5.9444260759785814e-06,-6.026018257865732e-06
2.2162203e-06,1.9038731976877117e-06,1.928860966632071e-06
1.3496028e-06,1.166710472764472e-06,1.1813418610184869e-06
3.7187798e-05,3.2346524630166145e-05,3.273382647702385e-05
1.9017141e-05,1.6641054761744647e-05,1.683114168579394e-05
1.7481318e-05,1.538710791877439e-05,1.5554644695451935e-05
6.9339585e-06,6.1383326767549305e-06,6.201982742813444e-06
-1.6965496e-06,-1.5102942377412293e-06,-1.5251946658270811e-06
2.968547e-06,2.6570796912681817e-06,2.6819970800340193e-06
3.6234444e-05,3.260528607533166e-05,3.289561867263442e-05
4.1072737e-05,3.7150639688278214e-05,3.746440747932154e-05
4.2991014e-06,3.90820501574715e-06,3.939476728067129e-06
-7.218885e-06,-6.594742278138991e-06,-6.644673696100495e-06
2.0235486e-05,1.8574226954024915e-05,1.8707127666738166e-05
2.774925e-05,2.558935915098664e-05,2.576215048897058e-05
3.6232494e-05,3.35628864351139e-05,3.377645500710283e-05
4.2051543e-05,3.912353626186753e-05,3.9357776764944164e-05
5.3062326e-05,4.9576966927838044e-05,4.9855795622044934e-05
5.226689e-05,4.903435631454528e-05,4.9292958914598545e-05
3.6384503e-05,3.4269938007389156e-05,3.443910319811411e-05
1.4723919e-05,1.3921513318959293e-05,1.3985705762751842e-05
-1.5665719e-05,-1.4866983157184828e-05,-1.4930882010205728e-05
2.2931054e-05,2.1839845558471848e-05,2.1927142196675125e-05
-1.835142e-06,-1.753848244090448e-06,-1.76035174691916e-06
7.0461538e-06,6.7563969917914735e-06,6.77957753395992e-06
7.477567e-06,7.192969171147132e-06,7.215737007352548e-06
-6.67355e-05,-6.439229737525871e-05,-6.457975342258796e-05
3.9360602e-06,3.8090121469212018e-06,3.819175994257872e-06
0.000103176106,0.00010012625974985277,0.00010037024743126363
2.3309229e-05,2.2680874358042233e-05,2.273114270611626e-05
-6.897538e-05,-6.728743200456844e-05,-6.742246781944522e-05
4.5914087e-05,4.489922484170219e-05,4.4980413775423714e-05
6.250998e-05,6.126895788299749e-05,6.136823951687606e-05
-7.035263e-05,-6.910589172218459e-05,-6.920563087684194e-05
4.2437692e-05,4.1771063104292134e-05,4.182439342977479e-05
4.6300753e-05,4.566110598694092e-05,4.571227772628258e-05
-0.00011840917,-0.00011698332896458873,-0.00011709739601093079
-9.1675785e-05,-9.072340279315387e-05,-9.079959339931525e-05
-3.620048e-05,-3.587987436416911e-05,-3.590552276475343e-05
-5.00467e-05,-4.9674084931415226e-05,-4.9703894094569244e-05
-6.917905e-05,-6.875319385577731e-05,-6.878726221100026e-05
-4.763709e-05,-4.7399469518905185e-05,-4.741847927610644e-05
9.698056e-05,9.659820202488282e-05,9.662879085292363e-05
6.4472115e-05,6.427743991323673e-05,6.429301391218796e-05
0.00010205728,0.0001018308148506619,0.00010184893220382138
0.00014847991,0.0001482510570486723,0.00014826936560956752
0.00016434072,0.0001641785714240226,0.0001641915429785296
9.435514e-05,9.430276920676197e-05,9.430695904699532e-05
-3.212806e-05,-3.2120133782006676e-05,-3.212076791234183e-05
9.500957e-05,9.500371039383624e-05,9.500417923763567e-05
7.345407e-05,7.345407357206568e-05,7.345407357206568e-05
-2.0602689e-05,-2.060141804051331e-05,-2.0601519708617296e-05
-2.1929358e-05,-2.1923947492182108e-05,-2.192438032475577e-05
9.413011e-05,9.407786329584269e-05,9.408204314358226e-05
5.7703e-05,5.7646068648109166e-05,5.765062319572824e-05
0.00010458535,0.0001044241487533534,0.00010443704482252445
4.5488046e-05,4.5387107672953755e-05,4.5395182775365584e-05
-0.000102154096,-0.00010184563909011508,-0.00010187031561547946
7.190695e-05,7.162344643433586e-05,7.164612674557089e-05
0.00020695617,0.00020592384140874685,0.00020600642803401628
-1.7054379e-05,-1.69493951336379e-05,-1.695779384185556e-05
-0.00012003089,-0.00011913722026230684,-0.00011920871389608828
3.5015993e-05,3.470587873306698e-05,3.4730687913593705e-05
-7.113197e-05,-7.039301228495901e-05,-7.045212918435204e-05
-0.00016575656,-0.00016376058166412067,-0.00016392025985094454
-0.00016127905,-0.00015905097458894664,-0.00015922922070974873
-0.0001291103,-0.0001270821775697723,-0.00012724442706473773
6.7391084e-06,6.6196826588359105e-06,6.6292367147353194e-06
-0.00018520326,-0.0001815263889036006,-0.00018182053845510504
-6.864485e-05,-6.712755660949365e-05,-6.724893987977663e-05
7.981944e-06,7.786611713786522e-06,7.802238279202612e-06
0.00012616027,0.0001227593308481714,0.0001230314062838445
0.00010334734,0.00010029243057283518,0.00010053682317932683
5.410034e-05,5.235408927027054e-05,5.249378926341011e-05
0.00025922043,0.0002501187409009324,0.00025084687566927314
-0.00031410734,-0.00030215234060655064,-0.00030310874050711023
5.217688e-05,5.00312280033865e-05,5.0202880289639174e-05
1.727388e-05,1.650867548841531e-05,1.656989185539515e-05
-0.00011795806,-0.00011234484965478183,-0.0001127939062961421
0.00012881588,0.00012224804802859647,0.00012277347473894394
-6.8429836e-05,-6.47006328454237e-05,-6.499896907095573e-05
-0.00016625988,-0.00015659732440928423,-0.00015737032890800854
0.00016143089,0.00015144692467951884,0.00015224564156775456
0.000157784,0.00014742007856127684,0.00014824919237263498
-0.00021588411,-0.00020085231720674683,-0.00020205486054310857
-0.00028978102,-0.00026842997741828475,-0.00027013806075215044
0.00019729853,0.00018194159772678937,0.00018317015260855304
0.00031592962,0.0002899929587403191,0.0002920678914410882
-5.1404495e-05,-4.696007714533441e-05,-4.731563057571194e-05
0.00058078713,0.0005279789825307704,0.0005322036347141055
0.00038105343,0.00034466606113104747,0.0003475770502702954
0.00022157979,0.0001993868714127906,0.00020116230463891233
0.0003062054,0.0002740775545890404,0.00027664778121872256
0.00029651012,0.0002639578130658916,0.0002665619972791409
-2.0436186e-05,-1.8091268864209837e-05,-1.8278862225294665e-05
0.00019027712,0.00016748248702976566,0.00016930605752625054
0.00016010503,0.0001401007941252579,0.00014170113312981153
-0.00022098732,-0.00019221820678853545,-0.00019451973585046895
-0.00027954328,-0.0002416607814857851,-0.0002446913814522953
-1.4725956e-05,-1.2650526247194185e-05,-1.28165606381785e-05
-0.00033883392,-0.0002892128452038039,-0.0002931825315567601
0.00012561178,0.00010651331510073023,0.00010804119253309559
0.00032090564,0.00027029033770657415,0.00027433956228303005
6.579518e-05,5.5038081665512295e-05,5.589864971696314e-05
0.00043121562,0.00035819181582840695,0.0003640337204336268
-6.231854e-05,-5.13955975719283e-05,-5.226943301302947e-05
0.00030520844,0.000249877807283537,0.0002543042575606759
-0.00025022315,-0.00020333666925721874,-0.00020708758779203922
0.00011967327,9.651093073245561e-05,9.836391788120958e-05
-5.9873306e-05,-4.79112248375884e-05,-4.886819132036658e-05
-9.786329e-05,-7.769294337184432e-05,-7.930657100842502e-05
2.4475186e-05,1.927427353459013e-05,1.9690346561000942e-05
-0.000241242,-0.0001884200590432278,-0.00019264581431191607
8.9710935e-05,6.948214254890825e-05,7.110044593254228e-05
0.00021458938,0.00016478606090352635,0.00016877032653985668
-0.00022254739,-0.00016941403882602028,-0.000173664706699026
7.0435926e-06,5.3145364985429e-06,5.452860989204818e-06
-4.4206303e-05,-3.305434939508773e-05,-3.3946505671148756e-05
-0.00030093233,-0.00022295379011557197,-0.00022919207301465313
0.00025891198,0.0001900323096382573,0.00019554268351599756
1.3572937e-05,9.867460689699373e-06,1.0163898790552855e-05
-2.5138623e-05,-1.8099043773947782e-05,-1.8662210090584095e-05
-0.00017990534,-0.00012825265590362162,-0.00013238487083294906
-0.000109052446,-7.696454641899882e-05,-7.953157835532631e-05
-0.0004905735,-0.00034270188345233705,-0.00035453161484770476
-0.00010357039,-7.160253110649026e-05,-7.415995981081913e-05
-0.00016254312,-0.00011118961514361161,-0.00011529789535349866
-0.00045834272,-0.0003101776718155016,-0.0003220308758051228
4.4446995e-05,2.9751438931967792e-05,3.09270834303469e-05
-5.4529155e-05,-3.609604906693406e-05,-3.757069754337651e-05
-0.00051705015,-0.00033841371898747397,-0.0003527046337545431
-5.032427e-05,-3.25608173446166e-05,-3.398189355527639e-05
-0.00023255972,-0.00014872090425499057,-0.00015542800920228319
0.00023787763,0.0001503235604750316,0.00015732788573341816
0.0005266594,0.00032881714804314466,0.0003446445300785249
-0.00019645573,-0.00012115870497838194,-0.0001271824670180757
0.00017635737,0.00010741426752885742,0.00011292971551125366
0.00027221363,0.00016370754602057104,0.0001723880324897883
-0.00012025006,-7.139133542722805e-05,-7.530003315943615e-05
-0.00052781106,-0.0003092785715367385,-0.0003267611707783252
-0.00046483034,-0.0002687729150090648,-0.0002844575093158891
-0.00020710965,-0.00011814582928353762,-0.00012526293520281692
-0.00015293236,-8.604993560208943e-05,-9.140052983890516e-05
-1.8167368e-05,-1.0080475623182698e-05,-1.0727426986982886e-05
0.00020111146,0.00011001885778197692,0.00011730626561388297
-4.5049936e-05,-2.4292256393724726e-05,-2.5952870728570743e-05
-5.544843e-05,-2.946503212542841e-05,-3.154370384429583e-05
-2.1872285e-05,-1.1451305508322761e-05,-1.2284983890683124e-05
2.086832e-05,1.0761904655108667e-05,1.1570417846891317e-05
3.5299327e-06,1.792689213909977e-06,1.9316686892380183e-06
0.00015310738,7.655368972336873e-05,8.267798490123824e-05
-0.00024357319,-0.00011987365313551192,-0.0001297696158940778
1.5211117e-06,7.366662128592957e-07,7.994218517362471e-07
-0.00022207189,-0.00010580543518508474,-0.00011510675147880516
-7.05841e-06,-3.307604440521947e-06,-3.6076688948400435e-06
0.00013767924,6.343852345046182e-05,6.937778039000965e-05
-0.00080972014,-0.0003667593695506763,-0.00040219623081013425
-0.00010887516,-4.846390950092848e-05,-5.329680951204342e-05
0.000110655266,4.839324199318694e-05,5.337420393980566e-05
-0.00031399747,-0.00013487742085831038,-0.00014920702498193123
0.00019362193,8.16663952342761e-05,9.062283834823221e-05
5.222908e-05,2.1624690344372743e-05,2.407304146094045e-05
-0.00023179798,-9.41816855210102e-05,-0.00010519098920265771
-0.00012282195,-4.8957608687445735e-05,-5.4866755834480134e-05
-6.510956e-05,-2.5453175372499788e-05,-2.862568626643626e-05
-0.0001313004,-5.0324466382818115e-05,-5.680254132454908e-05
-0.0002596503,-9.753894399357598e-05,-0.00011050785160057286
-2.603246e-05,-9.58159753364522e-06,-1.0897666496784716e-05
-0.0004421111,-0.0001593830204885299,-0.00018200126748836118
2.1464795e-05,7.576639947992608e-06,8.687692374684795e-06
6.5167354e-05,2.2514767232932973e-05,2.592697421254115e-05
0.0003708189,0.0001253520958497684,0.00014498943928327123
-0.00013319225,-4.4037493442818424e-05,-5.116987428719692e-05
-0.00019996027,-6.463967182411578e-05,-7.546531953570665e-05
-0.00043860613,-0.00013857222345857364,-0.00016257493627664906
4.4073633e-05,1.360369193409498e-05,1.6041287222144466e-05
0.00011625193,3.504136149013212e-05,4.153820720474161e-05
-0.00029258814,-8.609196013020806e-05,-0.00010261165465953693
0.00044662727,0.0001282313124794682,0.00015370298874300785
-0.00013980459,-3.914953626606152e-05,-4.720194025034928e-05
0.00026736525,7.299198296230567e-05,8.85418442352276e-05
-0.0005446739,-0.0001449023661513037,-0.0001768840872296685
0.00016421582,4.2552121846930124e-05,5.228521744053213e-05
-7.192415e-06,-1.8144353380140559e-06,-2.244673716481522e-06
0.00021748623,5.338836606276302e-05,6.651619526751526e-05
-4.5992965e-05,-1.0980853440754524e-05,-1.3781822379071495e-05
-0.000681594,-0.00015818883903969604,-0.00020006125304994327
0.00031855702,7.183097449567866e-05,9.15690584561904e-05
-1.0376169e-05,-2.2719483466051293e-06,-2.9202859648784343e-06
-2.7668957e-05,-5.87958071289617e-06,-7.622730819507247e-06
-7.6459306e-05,-1.5758826766588094e-05,-2.0614865105356857e-05
0.00010475166,2.0928323040470706e-05,2.7634190273803983e-05
7.4437616e-05,1.4407137989111473e-05,1.9209576205540813e-05
-8.989955e-06,-1.6845258182412805e-06,-2.268960148730508e-06
5.9569575e-05,1.0799249356239014e-05,1.4700875380515118e-05
0.00041391057,7.2548579611218e-05,9.985753909156637e-05
0.00093860074,0.000158946467616049,0.00022131880973642724
0.00047090877,7.699063690426971e-05,0.00010850408724366812
-6.592408e-05,-1.0397971413077162e-05,-1.4840060353930245e-05
0.0001071971,1.6298632911552078e-05,2.3570510139375787e-05
1.8548217e-05,2.7163234547593497e-06,3.982874919023648e-06
0.00030738767,4.332225061569853e-05,6.44474843556196e-05
-0.0005662759,-7.673926813219243e-05,-0.00011590219922154265
-0.00037488583,-4.8804306393627763e-05,-7.489082819675733e-05
-5.6178214e-05,-7.019156957732767e-06,-1.0951881555988651e-05
-0.00022527626,-2.6987424502580996e-05,-4.2850531682024286e-05
-0.0002901127,-3.328850980928615e-05,-5.3834443932022565e-05
-0.000621355,-6.821533457275979e-05,-0.00011246650959123987
0.00016942713,1.777671742886399e-05,2.9908750762284682e-05
0.0006566766,6.577119820542244e-05,0.00011304362995693032
0.00042725177,4.079891350082794e-05,7.171514194051686e-05
0.00032497174,2.9548101470810936e-05,5.3181992638376726e-05
0.00018143491,1.5686810125192572e-05,2.894665802571986e-05
0.00037421193,3.072142207561961e-05,5.820066268865179e-05
0.00022050156,1.7162967838474192e-05,3.343005541783357e-05
0.00018364453,1.3530913871498964e-05,2.7140003153596627e-05
3.788498e-05,2.637892759121028e-06,5.457659736349626e-06
0.00055179757,3.624440529132523e-05,7.748865814834705e-05
0.0005440641,3.3648547162418524e-05,7.448179108343581e-05
-0.000653691,-3.7990681201585205e-05,-8.724670732591416e-05
0.0003856868,2.1018673182936235e-05,5.019212439934294e-05
-0.00011230247,-5.72587757586023e-06,-1.4252004999407084e-05
0.00060982665,2.9019499683433876e-05,7.548407137386978e-05
-0.00021313678,-9.44161017159062e-06,-2.5737223763921693e-05
-9.674815e-05,-3.9785437600462485e-06,-1.1400111976148388e-05
4.378789e-05,1.666577390507187e-06,5.0362825294497635e-06
0.00016700878,5.863971723906396e-06,1.8755556418685946e-05
0.00059061556,1.9063879830839762e-05,6.478801397040126e-05
-0.00025397967,-7.507541385513971e-06,-2.7225311646754197e-05
0.0009056233,2.4413177904650357e-05,9.490998849192427e-05
4.297118e-05,1.051579622512591e-06,4.4051476476725875e-06
9.301556e-05,2.0559687063568055e-06,9.332735880038184e-06
-0.00043889612,-8.71347373234449e-06,-4.3128085773851906e-05
0.00012049881,2.1353944056105645e-06,1.1604467454661169e-05
0.00034969317,5.493127065747441e-06,3.302913089565588e-05
0.00056594633,7.818571142973258e-06,5.246879224937366e-05
0.0002306668,2.777601764295897e-06,2.10087378602116e-05
3.755941e-05,3.901894869934269e-07,3.363727126039895e-06
0.00026429957,2.340735988379825e-06,2.32974425324166e-05
-0.00017892044,-1.3321229566063936e-06,-1.5539188303576157e-05
7.450702e-05,4.586525332448535e-07,6.382522014918058e-06
1.4877893e-05,7.421347492297169e-08,1.2585078114409348e-06
4.4964923e-05,1.7728092525873257e-07,3.760292314480901e-06
-0.00033069553,-9.985425278647686e-07,-2.7374301781127444e-05
0.00033685868,7.47495365580254e-07,2.7636389876052867e-05
0.00022922302,3.5330903589105047e-07,1.8662885924375322e-05
-8.547063e-05,-8.432838263057261e-08,-6.915232547065494e-06
0.0008450241,4.690411895709003e-07,6.803344358785765e-05
-0.00019417291,-4.79063056679636e-08,-1.5577906867216077e-05
-0.0007315472,-4.5124580595442226e-08,-5.8565289692504115e-05
